audio_path,grammar,vocabulary,content,absolute_path,subfolder,text,question_type,pronunciation,fluency,final,exists,text_small
audio/HUST6923DUP4167/HUST0609230347-2.ogg,3.0,3.0,3.0,/mnt/son_usb/DATA_Vocal/CD13_4/audio/HUST6923DUP4167/HUST0609230347-2.mp3,CD13_4," I'm going to talk about my friends and take a pass in Etrary Avenue to have this mountain I think that on 3 options, an amount of money, some books and pencils are good But I believe that the first amount of money is a bad choice Firstly, my house is travel Secondly, is future of Vstep on Starry, 2 weeks, Starry's house But I don't too often with some old clothes because Not those starry signs with some books and pencils Because lots of not pencils In short, I think an amount of money is a bad choice",2,,,,,
audio/HUST4423NA1U167/HUST0404230070-2.ogg,5.0,5.5,5.0,/mnt/son_usb/DATA_Vocal/CD8_1/audio/HUST4423NA1U167/HUST0404230070-2.mp3,CD8_1," With a bachelor degree in English language, he has got offer for three jobs. A teacher of English, a translator, and a true writer. Bora is great choice, but for me, I think he suitable of a translator. Let me give you some reason why I want it. He has a skill in English very well. He looks like very handsome and study very hard. He can talk any more language. We can not deny that travelling is more and more important in our life. So, the number of people traveling around on the holidays. So, they need a translator in the plan. Firstly, I think travelling with someone can help the people save their money. It is expected to put down for a person a group. They can save money in hotel room and ticket. They can save money for unnecessary thing. I think the choice of the cheap is not where you go, but who you will be with. Secondly, a translator has a very high salary. If you can have a translator, you can have a skill in English very well and communicate with you is very well. I think he is suitable and his opportunity in future is more and more. I would like to thank him for his work.",2,,,,,
audio/HUST6923MMJ3166/HUST0609230224-1.ogg,5.0,5.0,4.0,/mnt/son_usb/DATA_Vocal/CD13_3/audio/HUST6923MMJ3166/HUST0609230224-1.mp3,CD13_3," My neighborhood is tall and handsome. It is 27 years old. I live there with my neighborhood for 10 years. I live in my neighborhood. It is an independent place in Ho Chi Minh City and the Scat Pa Island. Because we live, swimming and playing football in the sand. Now let's talk about charity. Two people in one mountain area in Sonar country have a roof living standard. I think the people in the mountain area have a roof living standard. I think these people receive a lot of support from the people and government. For example, they can get a lot of support when they begin some exam in some test. What have you done to help people in the most real in the country? I played with them and sent a lot of gifts for them to celebrate when we meet firstly.",1,,,,,
audio/HUST4523GN8K167/HUST0405230251-1.ogg,6.0,6.0,6.0,/mnt/son_usb/DATA_Vocal/CD9_3/audio/HUST4523GN8K167/HUST0405230251-1.mp3,CD9_3," Yes, oh yes, I really like, I really enjoy my childhood because when I was a child, my parents very, very, my parents always beside me and give me advice when I have a problem. I, when I was a child, I, when I was a child, I sometimes, I sometimes arrived, arrived my, my grandparents because it, because they have, it, because they is my parent, my parent and they, and they help me, help me happy in my, in, in my life. Yes, oh yes, I have, I have many friends at that time and we, and we play in, in the now because I think in a life of, in life of aged people, we, we need, we should have, we should have, um, um, many, many friends, we have many friends because when we don't, when the problem we don't say to parents, we can say it, your friends. Yes, I often use dictionary because it help me know new words, any new words. I prefer, I prefer electric dictionary because I, I prefer paper dictionary because I'm a low-tech person so I don't like electric dictionary. I think dictionary help, I learn English very much because",1,,,,,
audio/HUST6923SVUI167/HUST0609230679-2.ogg,4.0,4.0,4.0,/mnt/son_usb/DATA_Vocal/CD13_7/audio/HUST6923SVUI167/HUST0609230679-2.mp3,CD13_7," I'm waiting on an email from a friend who is getting a gift for her to stay in her laboratory options to get a luxury hotel or homestay or a guest house. From my view, a homestay is a best choice because of some following reasons. The first reason is that a homestay is cheaper than a luxury hotel and a guest house. Besides a homestay, not a home stay, you feel comfortable and relaxed. In here, we can eat food. So the first, my other stay in homestay, a homestay has a fresh. I go to a luxury home hotel or a guest house because a luxury hotel is expensive for me. In here, we cannot be comfortable. Moreover, a guest house is no challenge and stay in there. You cannot eat food delicious. At the wedding, I think a homestay is better so you can stay in a homestay when she arrives in Hanoi. I have a luxury shift. If you can, I really help me.",2,,,,,
audio/HUST111223NEPL177/HUST1112230279-3.ogg,5.0,5.0,6.0,/mnt/son_usb/DATA_Vocal/CD14_3/audio/HUST111223NEPL177/HUST1112230279-3.mp3,CD14_3," I will talk about benefits of a galleries. I think it has very benefits for people the first is make me relaxing. It helps me reduce stress and help me so happy. Sadly, it improves the knowledge. I think we can share our experience with others. Thirdly, in my onion idea, I think it is very suitable. The next, I am going to answer this question. As in education is very important. It helps people is very thin. Example is improve knowledge the people. The next, I think the young people, I think the young people can to go to the S-group can be knowledge and they feel so excited and nice. Yes, I do. I think the S-diaries will be more popular in the future because it is so good. It makes everything reduces stress. Thank you for your thank you very much",3,,,,,
audio/HUST31023LZFS177/HUST0310230082-2.ogg,3.5,3.0,3.0,/mnt/son_usb/DATA_Vocal/CD15_1/audio/HUST31023LZFS177/HUST0310230082-2.mp3,CD15_1," A foreign friend is going to visit a steve in Vietnam this August for 3 days. They are Hanoi Ho Chi Minh Steve all the way. I think I will show Hanoi because it is beautiful. The people is friendly and have a lot of prosperity in there. The food is really soft and cheap. I don't think Ho Chi Minh is a good choice because it is far from you. The food is expensive and it is delicious. I don't like the way because the people are not friendly and have a lot of prosperity. The society is not beautiful. To sum up, I believe that Hanoi is a bad choice. Thank you for Please subscribe to my channel. Thank you for watching. Please subscribe to my channel. Thank you for watching. [REPEAT] ",2,,,,,
audio/HUST11123U16H167/HUST1101230058-3.ogg,3.0,3.0,3.5,/mnt/son_usb/DATA_Vocal/CD5/audio/HUST11123U16H167/HUST1101230058-3.mp3,CD5, so the palan tea in my country is um uh um is um is um palan tea um palan tea uh we got um palan tea um uh we got a banana tea um yeah is um is is my favorite um palano um uh i think um for um um [REPEAT] to should become a subject is cool uh because um because um um so for it um um is um um is um is [REPEAT] um um lesson in um school um so uh uh um uh uh [REPEAT] either one hurts It doesn't Thank you. Thank you. [REPEAT] ,3,,,,,
audio/HUST281123Q63S167/HUST2811230059-2.ogg,6.0,6.0,6.0,/mnt/son_usb/DATA_Vocal/CD17_1/audio/HUST281123Q63S167/HUST2811230059-2.mp3,CD17_1," My situation is, my sister decided to do something to lost world. There are options, are I get going to gym, talking quits, lost the rock or going on a diet. Which one do I think is a bad choice? In my opinion, going to gym is a bad choice option. Why I don't know? Because the following reason. Firstly, going to gym is good and suitable. Secondly, it is convenient and useful. Thirdly, if she go to gym, she will have a new friend. And it is not only a lost world, but also good for her. There are several reasons why I don't choose the color. Firstly, it is not useful and inconvenient. Secondly, it is uncomfortable for my sister. And thirdly, it is very dangerous for my sister to sum up. Going to gym is my bad choice. If I were in a situation, I would choose going to gym as an option. I would choose going to gym as an option.",2,,,,,
audio/HUST311023JNFX167/HUST3110230036-1.ogg,6.0,6.0,5.0,/mnt/son_usb/DATA_Vocal/CD16_1/audio/HUST311023JNFX167/HUST3110230036-1.mp3,CD16_1," Hello, I will talk about collection. When I was a child, I very like collecting bottles. I love drinking coca, lavish, sour ice, collect them. In Vietnam, people often collect many things, shortcuts, coins, stamps. For me, if I have money, I will collect, I will collect, random models. I very love random models. They are very beautiful and attractive to me. But, I am a student, so I don't have enough money to buy random models. Now let's move to the second topic. It's about dancing. Yes of course, I like dancing very much. On the weekends, I usually go to public park with my friends to practice dancing. I have learnt how to dance since I was at secondary school. My class has organized a music show, so I, with my classmates, learn how to dance to show. In my country, people can learn how to dance in many ways. They can take courses and they can learn by watching YouTube, TikTok. It is easy for beginners to learn how to dance.",1,,,,,
audio/HUST24223GHH9167/HUST2402230077-2.ogg,6.0,6.0,6.0,/mnt/son_usb/DATA_Vocal/CD7_1/audio/HUST24223GHH9167/HUST2402230077-2.mp3,CD7_1," I'm going to talk about situation staying among three options. I suggest staying at home, going hiking with your friends or traveling abroad. I think staying at home is a bad choice for me for some reason. Firstly, my work in company is very busy. I have to work from 8 o'clock to late. So I'm very busy and tired. When I stay, if I have a career of working, I want to stay at home to relax and do my hobby. I want to stay at home to do my tank aquarium, do home work and cooking. I like to cook. I want to spend free time cooking for my family. The second option is to go outside because it's very cheap. I like to check them and it makes me feel uncomfortable. I don't enjoy hiking with my friends because my health is not strong. I don't like to travel abroad because I don't have enough health to do my hiking. I don't like to travel abroad because I'm...",2,,,,,
audio/HUST6923MMJ3167/HUST0609230266-1.ogg,3.0,3.0,3.0,/mnt/son_usb/DATA_Vocal/CD13_3/audio/HUST6923MMJ3167/HUST0609230266-1.mp3,CD13_3, Thank you. Thank you. My favorite kind of music is ATM's postcard because it's very close. My favorite kind of music is ATM's postcard because it's very close. My parents listen to the same kind of music. My parents listen to music. Because it's so hard. My parents listen to music. My parents listen to music.,1,,,,,
audio/HUST31023LZFS177/HUST0310230081-3.ogg,5.0,4.5,4.5,/mnt/son_usb/DATA_Vocal/CD15_1/audio/HUST31023LZFS177/HUST0310230081-3.mp3,CD15_1, it is a chance to in a secret is good for your health for my health was the with family I think is my appearance in my operation I think doing a x-cry has me feel enjoy after study and and a fairly healthy and very healthy okay I wish and quest throw up questions at home I think at home some more purple in pride of a cry is a alien because I am often doing a cries at home I am I think I think us home press a new people in countries nowadays do it quite I think bicycle education should be composed of stories on school neighbors I am I like doing a Christ I really I want that's give fish I want I want you,3,,,,,
audio/HUST111223RERA166/HUST1112230016-3.ogg,6.0,6.0,7.0,/mnt/son_usb/DATA_Vocal/CD14_1/audio/HUST111223RERA166/HUST1112230016-3.mp3,CD14_1," Well, in my opinion, the relationship between parents and the children is really great. The parents are the best teacher, the best parent and the best friend with their children. And firstly, parents have some way to teach children as well as the teacher. The parents understand the children's strengths and weaknesses. The parents should let their children play and participate in all the activities in the school. And they can let children study some skills such as sports skills, penitence, karate, soccer, some musical skills like guitar, singing and dancing. In addition, parents should register some useful workshops for their child such as making a cake, painting, making a flower and so on. My second opinion is that the parents are not only the best teachers. The parents can show concern and worry about everything in children. The parents are the best friends with the children. The parents can talk and ask children after school or talk to the children as their closest friends. The parents should support teachers in educating their children. The parents and teachers should discuss about the children's situation, about studying and the mentor.",3,,,,," Well, in my opinion, the relationship between parents and the children is really great. The parents are the best teacher, the best parent and the best friend with their children. And firstly, parents have some way to teach children as well as the teacher. The parents understand the children's strengths and weaknesses. The parents should let their children play and participate in all the activities in the school. And they can let children study some skills such as sports skills, penitence, karate, soccer, some musical skills like guitar, singing and dancing. In addition, parents should register some useful workshops for their child such as making a cake, painting, making a flower and so on. My second opinion is that the parents are not only the best teachers. The parents can show concern and worry about everything in children. The parents are the best friends with the children. The parents can talk and ask children after school or talk to the children as their closest friends. The parents should support teachers in educating their children. The parents and teachers should discuss about the children's situation, about studying and the mentor."
audio/HUST305239KVN166/HUST3005230022-3.ogg,4.5,4.5,4.0,/mnt/son_usb/DATA_Vocal/CD10_1/audio/HUST305239KVN166/HUST3005230022-3.mp3,CD10_1," I will tell about breakfast is the most important meal of the day. Firstly, the healthy breakfast can give you energy to start a day. We can study and work to work and learn things about healthy breakfast can control the way and control the way. Because healthy breakfast don't give a lot of oil in this. I think healthy breakfast can prevent them from a lot of disease like observing the oil. We can buy a lot of healthy breakfast over here because we live in Vietnam. I will answer the follow up question. First, type of food are often served in breakfast? What type of food are often served in breakfast? What [REPEAT] type of food are often served in breakfast?",3,,,,,
audio/HUST6923MMJ3166/HUST0609230228-1.ogg,3.0,3.0,3.0,/mnt/son_usb/DATA_Vocal/CD13_3/audio/HUST6923MMJ3166/HUST0609230228-1.mp3,CD13_3, you yes I've been a little a one hundredth curator from my whole time the part I have to go to my hotel my bath in my country centre city is to travel around in my country I can I can bye bye [REPEAT] to travel around I I [REPEAT] learn school when I,1,,,,,
audio/HUST241022SCRI167/HUST2410220045-1.ogg,6.0,7.0,7.0,/mnt/son_usb/DATA_Vocal/CD2/audio/HUST241022SCRI167/HUST2410220045-1.mp3,CD2," I like ice cream, but it is good for your health in summer and in winter it is not good for your health. My favorite kind of ice cream is the cacao ice cream. I don't often go to coffee shop. I go to Sia one time a week because I don't drink more coffee. When I come here, I often go alone because I usually go with my friends to library often than coffee shop. I usually go to coffee shop to buy coffee and work in here. I work in here for about 2 hours. Sometimes I go with my friends and we can chat or work together in here. I prefer to go with my friends than going alone. When I go with my friends, I can work together and we can chat together. We can take a photo or...",1,,,,," I like ice cream, but it is good for your health in summer and in winter it is not good for your health. My favorite kind of ice cream is the cacao ice cream. I don't often go to coffee shop. I go to Sia one time a week because I don't drink more coffee. When I come here, I often go alone because I usually go with my friends to library often than coffee shop. I usually go to coffee shop to buy coffee and work in here. I work in here for about 2 hours. Sometimes I go with my friends and we can chat or work together in here. I prefer to go with my friends than going alone. When I go with my friends, I can work together and we can chat together. We can take a photo or..."
audio/HUST6923DUP4166/HUST0609230335-3.ogg,5.0,5.0,6.0,/mnt/son_usb/DATA_Vocal/CD13_4/audio/HUST6923DUP4166/HUST0609230335-3.mp3,CD13_4," Nowadays, an increasing number of people in my country is raising best and there are some ways to raising best. Well, firstly, it's really... What is the most important thing about raising best? Oh, I'm sorry, I mean comfortable and convenient. Secondly, when raising best, they have an exercise partner. It's true because when I'm jogging at the park, I see a lot of people go to work with their best, their dogs, their cats. And the cats and the dogs, it is an exercise partner to them. And the third is raising best, increase social interactions. I think it's true. Now, I will answer three options about question 1. What pet are popular in job countries? In my country, there are a lot of dogs and cats. And I see dogs or cats everywhere in my street, in the park. Question 2. Do you think best are well raised in job countries? Yes, I think best are well raised in my country because people are very high to their pet. Question 3. Do you think people will spend more money on pets in the future? Yes, I think people will spend more money on pets in the future. Money to buy food, money to use in medicine, and money to buy a house, a small house, to pet. And a lot of things are well raised in job countries. Question 4. Do you think best are well raised in job countries?",3,,,,,
audio/HUST6723KTLX167/HUST0607230166-1.ogg,6.0,6.0,6.0,/mnt/son_usb/DATA_Vocal/CD11_2/audio/HUST6723KTLX167/HUST0607230166-1.mp3,CD11_2," Good afternoon, teachers, and I hope you are all doing well. Today I am told to be participating in this speaking competition with the goal of achieving the BEMU level in the V-STEP simulation. I am going to talk about the weather forecast in the country. The weather is very comfortable. The weather is sunny every day. I like the way the weather is focused in the country because it is very comfortable. I like the weather forecast. It is good for healthy weather. I like the weather in my country. In my country, it is cozy. It is sunny every day. I am going to talk about libraries. On occasion, what activities do people do at the library? What source they don't provide free books to everyone? I think the source provides free books for everyone because reading books develops in my religion and in my religion.",1,,,,,
audio/HUST281123Q63S177/HUST2811230097-1.ogg,6.0,5.0,6.0,/mnt/son_usb/DATA_Vocal/CD17_1/audio/HUST281123Q63S177/HUST2811230097-1.mp3,CD17_1," I need my appointment there is a prank. I don't often use this prank. I often use VidCon prank. That's far away. 5km from my home. Yes, I'm very happy with those services. The prank. I mean store are friendly. I'm very happy with the shopping. I often shop online. Because it's very convenient. I work full time on each hours per day. So I don't have many time to shopping on the store. In my opinion, it's maybe the closet. Especially the women's closet. And shoes. Another one is the house tour method. In my country, it's Vietnam. Online shopping is very popular. And very developed fast.",1,,,,,
audio/HUST4523I2KC177/HUST0405230009-3.ogg,5.0,5.0,5.0,/mnt/son_usb/DATA_Vocal/CD9_1/audio/HUST4523I2KC177/HUST0405230009-3.mp3,CD9_1," I'm going to talk about the topic she are essential for existence of human being. There are some benefits of she for our life. First, she is a good child of force. Second, she is healthy with vegetables. Second, she is a good woman for our health. The second, if we plan many shes, it's better environment. We have a fresh air. Instead, we have a fresh The third, she is a good woman for our health. The third, she is a good woman for our health. [REPEAT] Then, I'm going to answer the question. The type of shes should be a plant in Alkali. The third, she is a good woman for our health. The third, she is a good woman for our health. They have a place where they can have a boy. I think the forestry should become a subject of school. Because nowadays, a lot of people don't save the forest.",3,,,,,
audio/HUST44237SIU167/HUST0404230284-2.ogg,6.0,6.0,5.0,/mnt/son_usb/DATA_Vocal/CD8_3/audio/HUST44237SIU167/HUST0404230284-2.mp3,CD8_3," If my teacher is going to retire next summer and I will give her a gift for what her do for me. So, a handbag, a pair of shoes, and a pair of gloves. I think I choose a pair of shoes because a pair of shoes will help my teacher to take part in a party, to running, or to use everyday. Wow, yeah, it is a difficult question because my teacher not go retire. So, I don't have experience in buying gifts for the people, especially the women. Because the women is difficult to understand. I don't know what is her favorite pair of shoes. But, I think I will choose a pair of shoes because I think my teacher have many handbags and a pair of gloves is not real with me. I think a pair of shoes is comfortable. A pair of shoes will help her a lot more than a handbag or a pair of gloves. But if it is difficult, I don't have a pair of gloves. But anyway, time for my teacher where to look.",2,,,,,
audio/HUST281123Q63S177/HUST2811230072-2.ogg,5.0,4.5,5.0,/mnt/son_usb/DATA_Vocal/CD17_1/audio/HUST281123Q63S177/HUST2811230072-2.mp3,CD17_1," I want to go somewhere to buy some closer. There are the list choice. A shop, an open as market or an online store. I will choose an open as market because it is very cheap and beautiful. I will eat it. I will choose an open as market. I don't think my color in a shop is a bad choice. Because in the shop the color is very expensive. I don't like to buy some closer in an online store. Because it is not interesting. It is not interesting and it gives us some fast clothes to sum up. I will buy some closer in an open as market is a good idea. I will buy some closer in an open as market is a good idea.",2,,,,,
audio/HUST111223NEPL166/HUST1112230203-3.ogg,4.5,4.5,4.0,/mnt/son_usb/DATA_Vocal/CD14_3/audio/HUST111223NEPL166/HUST1112230203-3.mp3,CD14_3," Thank You. You. [REPEAT] Now, I will turn to follow up questions. Parents among young variation nowadays is very popular. Young variation. If you miss the graduation. Will. We merit. When. One day. They have a lovely money. You.",3,,,,,
audio/HUST6923MMJ3167/HUST0609230241-1.ogg,3.5,3.5,4.0,/mnt/son_usb/DATA_Vocal/CD13_3/audio/HUST6923MMJ3167/HUST0609230241-1.mp3,CD13_3," No, I don't like living far from my hometown because I prefer living with my family because I want to share the problem in my life with the members in family. I want to share the problem with the members in family. I think Hanoi is more... I think Hanoi is your favorite city. People like living in. If you want to travel around in my country, you can go by train or cross and buy planes. But I think your cost isn't the best because going to buy a chain is a safety.",1,,,,,
audio/HUST1411223Y1C166/HUST1411220015-2.ogg,5.0,5.0,5.5,/mnt/son_usb/DATA_Vocal/CD3/audio/HUST1411223Y1C166/HUST1411220015-2.mp3,CD3," In situation, my brother is going to graduate from university. There are three plans for him. After his graduation, I suggest this. Going to work, studying for his master and going to our ring. I think that I will choose studying for his master because it is very good. I don't like studying. It is like a symbol. I don't like going travelling because it is very expensive and I don't have money to sum up his master. I'm sorry, I don't like going to work because I am busy. I don't like going travelling because I have no money to sum up studying for his master. It's a good idea. I have a nice idea. I believe that his master studying is a good idea. Because I will choose studying for his master.",2,,,,,
audio/HUST241022SCRI166/HUST2410220012-2.ogg,6.5,6.5,6.5,/mnt/son_usb/DATA_Vocal/CD2/audio/HUST241022SCRI166/HUST2410220012-2.mp3,CD2," About question 2, my situation is my younger brother is in love with a girl at high school, which makes me worry and I consider three options. Asking him to stop, letting him continue but under my control or informing our parents. The best choice that I choose is letting him continue but under my control. The first thing is he is in the edge of a choir or a rainbow and if I make anything hard for him, he might respond with unexpected result. The second thing is having a love is not a bad thing if you can control it. They can help each other in studying, motivate each other to go to school every day and to define what they will do in the future. The best schools for them to study in university, if they are under my control, they can follow the right path. The third thing is that I make sure that his knowledge of gender health is good for both him and his girlfriend. I don't choose asking him to stop because the side effect of that might make him worse or informing our parents because they can make it very big serious and he will not follow their advice. That is the end of question two. The best choice is under my control.",2,,,,,
audio/HUST44237SIU167/HUST0404230266-1.ogg,3.5,3.5,3.0,/mnt/son_usb/DATA_Vocal/CD8_3/audio/HUST44237SIU167/HUST0404230266-1.mp3,CD8_3," Yes, I sat in the evening because I had many homework and many exercises. I had many exercises in the home. I was alone because I could do everything. I went to the cafe with my friend for the reaction. I usually fight with my friend in the cafe. I am 20 years old. I am a student of the academic and financial services. My favorite sport is football. I play football with my family. I listen to music. I feel relaxed when I listen to music. I go home in the evening. I feel very busy with working. I am a seller. I have a shoe store in Forest Street. Every day I buy many shoes and I unlock many shoes with e-block. In the morning I go to school. I study English and...",1,,,,,
audio/HUST6923LKZ9177/HUST0609230603-2.ogg,5.0,5.0,5.5,/mnt/son_usb/DATA_Vocal/CD13_6/audio/HUST6923LKZ9177/HUST0609230603-2.mp3,CD13_6," Your best friend in thinking about finding a bottom job, the three options are Sake, a soft assistant, a tutor or a waitress. Which job could you Sake for her? And for my in situation, I will, my best friend have a finding a bottom job, I will give either three options that soft assistant, a tutor and a waitress. And the soft assistant have my friend to the come make to the improve communicate with the customer but it with a lot of time but she must spend a lot of time on the shelf. She spend nine to five job and besides now she are in the student. She spend a lot of time is not good for her for the second choice in the which is where she she can spend part-time part-time you spend as part-time job it is okay but it make it feel tired because you she make she make her in the tire because she clean clean [REPEAT] everything on the cafe or restaurant and beside maybe she in the broke anything on the restaurant you pay a lot of money yes in the file or for a tutor it is the good choice for her because her have an knowledge in their high school she will prepare knowledge before you teaching student for example she is very good in the English she the apply on the central index to the support the foreigner learn foreigner teacher student other yes and beside in the for the tutor she in the practice English in the daily and I think in the the bad thing the betting job for her is a tutor",2,,,,,
audio/HUST6923LKZ9167/HUST0609230560-3.ogg,4.0,4.0,3.0,/mnt/son_usb/DATA_Vocal/CD13_6/audio/HUST6923LKZ9167/HUST0609230560-3.mp3,CD13_6," It's the morning bringing people a lot of benefit get up We have a more comfortable exercise Work more effectively and avoid fat air and And head every year who's held There are people often get up early in the morning with a worker, farmer and student Get up early Help people successfully Because have more time to do exercise, have more time to do work and have more time to do work for your family The negative effect of taking up lift is not good for health and don't have no time to do exercise and and do work do go to work up late school in Japan start at 9am to eat children more time for sleep and and eat food before class and report in the time decision decision is no work now and then and then and decision don't lie it's better and because because school in Japan should start at 9am to eat children more time for and and [REPEAT] the traffic is normal and and [REPEAT] not there and and [REPEAT] ",3,,,,,
audio/HUST6923DQQK167/HUST0609230140-3.ogg,6.0,6.0,6.0,/mnt/son_usb/DATA_Vocal/CD13_2/audio/HUST6923DQQK167/HUST0609230140-3.mp3,CD13_2," I also agree there are some advantages of traveling by plane. The first traveling by plane is so far, so it saves your time to transport. Secondly, traveling by plane is so far long distance. In the east, you can travel a long distance in short time, which is not able to add transport. Firstly, if you travel by plane, you can feel convenient. There are a lot of services in the plane. For example, meals and space to sleep. Finally, I think traveling by plane is so safe than other transport. So, people are convenient to travel by plane. Now, a follow-up question I will answer. The first, what are the disadvantages of traveling by plane? I think the negative of traveling by plane is the cost. It is so expensive, so a lot of people don't approach this service. The second question, what should be done to avoid sickness? I think to avoid sickness, people can drink a lot of water if it is so good for them. The final question, what will be the most popular means of transport in the next 12 years? I think the most popular means of transport is cars, because it is so convenient and comfortable.",3,,,,,
audio/HUST4423NA1U167/HUST0404230087-2.ogg,4.5,4.5,5.0,/mnt/son_usb/DATA_Vocal/CD8_1/audio/HUST4423NA1U167/HUST0404230087-2.mp3,CD8_1," Being a owner three options, being a vegetarian, running three kilometres in the morning and going to the scene are good, but I think the first option is the Metroid for me for some reason. I choose the food option being a vegetarian is my best choice because of some reason. Firstly, the vegetarian is very good with everybody. Secondly, the vegetarian is cheaper than the meat or the other meals. The other meal is not good for the people in 45 years old. I choose the second option running three kilometres for some reason because in the morning I think the old people can sleep and three kilometres is so far with me and so far with my neighbours. I choose the third option going to the scene because I think the scene is popular with the young people and not like the old people and the muscle is low.",2,,,,,
audio/HUST241022SCRI167/HUST2410220059-1.ogg,6.0,6.0,5.5,/mnt/son_usb/DATA_Vocal/CD2/audio/HUST241022SCRI167/HUST2410220059-1.mp3,CD2," Hello. Good morning today I will talk about the past part of my speaking test. Let's talk about an interview that I have attended a few years before I have an interview with my university in French. It is the interview for school to know about me and my purpose. I have a woman called a video to me and give me some nice questions about myself and about my knowledge, my major and about my future plans. For the first time I'm really nervous but I got my interview and I thought it was good and I paused it. The important thing to prepare for an interview is to calm down and just tell the truth. Now let's talk about my computer brand. My favorite computer brand is Apple. I have my book from my husband as a gift. Firstly the design of the computer brand is all the way modern and wonderful.",1,,,,,
audio/HUST4523GN8K166/HUST0405230209-2.ogg,6.5,6.5,6.5,/mnt/son_usb/DATA_Vocal/CD9_3/audio/HUST4523GN8K166/HUST0405230209-2.mp3,CD9_3," I'm going to talk about the situation. Do you have an opportunity to travel to London? Would you prefer to visit the cities in the spring, summer or winter? I will answer the situation. In my opinion, travelling to London in all three options above is good. But in my opinion, travelling to London in the winter will be the best ideal situation. My favourite season of the year is winter. Besides that, in Vietnam, the winter season in Vietnam doesn't have snow. So I would like to travel to London to see snow. As well as London is also my favourite city in the world. Besides that, my favourite football club, Arsenal, is based in London. So if I travel to London in the winter, I will have the opportunity to visit Emory Stadium. Do you have an opportunity to travel to London in the winter? Besides that, travelling to London in the winter will make me refresh my mind. And I have the opportunity to retouch myself before coming back to work. I love winter and I feel comfortable to do everything in the winter. The winter inspired me to do everything and I am motivated to work in the winter.",2,,,,,
audio/HUST6923SVUI166/HUST0609230633-1.ogg,5.0,5.0,4.0,/mnt/son_usb/DATA_Vocal/CD13_7/audio/HUST6923SVUI166/HUST0609230633-1.mp3,CD13_7," Hello, let's talk about your study. Now I will be talk about your study and I will be talk about my topic. At university my major is math. I like math very much and I study math is very good. The best challenge in my study is biology and literature. Because it's very hard and very long and hard to study. I hope I work in my factory fix to machine and make very much money. Now let's talk about leisure time. Now I don't have much free time. My free time is expensive because I have a job at 7 am to 5 pm. I like job, I like job near my house in the park and I like playing video game with my friends. I prefer spending job free time alone because it's job very tired and I will be relaxing after.",1,,,,,
audio/HUST26922WT9V166/HUST2609220019-3.ogg,4.0,5.0,5.0,/mnt/son_usb/DATA_Vocal/CD1/audio/HUST26922WT9V166/HUST2609220019-3.mp3,CD1," In recent years, school pressure has become a broad issue to the general public because there is too much pressure on school students this day because of, firstly, parents' expectations. Their parents expect to become a good person such as a president or a famous chap and so on. Secondly, here we work hard. The students have to work hard. They have to work hard by many, many exercise. Moreover, many students learn to school. So they are usually overloaded. Thirdly, it appears that competition is important. Follow up a question. Question one. Confidence. They can be not confident and even stressed. Question two. They can be not confident and even stressed.",3,,,,,
audio/HUST2811234Q4J167/HUST2811230252-3.ogg,5.0,5.0,4.5,/mnt/son_usb/DATA_Vocal/CD17_3/audio/HUST2811234Q4J167/HUST2811230252-3.mp3,CD17_3," Visiting a fortune country can be available experience for students. In my country, we are not going abroad for holiday popular because it is too expensive. Visiting a fortune country makes me have more friends and increase knowledge. Visiting a fortune country makes me have a good memory. We should prepare before achieving a fortune country because they should have a different language or different traditions. Visiting a fortune country makes me feel relaxed and comfortable. Visiting a fortune country lets me know a lot about their country, increase my knowledge about this country, and make me confident. Having more knowledge is a good way to make someone confident and happy. Preparing before achieving a fortune country is the important Visiting a fortune country is not very popular. Visiting a fortune country is not very popular. [REPEAT] ",3,,,,,
audio/HUST4523GN8K167/HUST0405230242-3.ogg,4.0,4.0,5.0,/mnt/son_usb/DATA_Vocal/CD9_3/audio/HUST4523GN8K167/HUST0405230242-3.mp3,CD9_3," Thank you. Getting married brings people many advantages. Firstly, getting married enables people to save lives with others. To illustrate, when having to face problems on work and life, the husband or the wife can share this problem with you. Secondly, when people get diseases, it is very necessary to have a person take care of them. The final advantage of getting married is that people can get more motivation in life. The other advantages are that people who are only taking advantage are comprehensive and I can't take any other advantage. In my country, people often get married from 20 to 25.",3,,,,,
audio/HUST111223FIAI177/HUST1112230156-3.ogg,4.0,4.5,4.0,/mnt/son_usb/DATA_Vocal/CD14_2/audio/HUST111223FIAI177/HUST1112230156-3.mp3,CD14_2," I think living in a house is a good idea because it is very land and convenient. If I live in a apartment, I will not pay a lot of money for service. In the apartment, it is very small. In the seventh, in what way living in a apartment, it is very small. I think I will be living in a house more. Because if I live in a apartment, I will be living in a 50th year. If I live in a house, I will be living forever. Even though the house is very convenient, it has a very less land. I will choose living in a house. If I live in a house, I will be living in a 50th I will choose living in a house. I will choose living in a house. [REPEAT] ",3,,,,,
